precinct,rank1,rank2,rank3
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-08,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
03-09,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-01,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-02,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-03,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-04,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-05,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-06,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-07,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
