precinct,rank1,rank2,rank3
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-02,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-03,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-04,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-05,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-06,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-07,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-08,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-09,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
09-10,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-01,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
10-02,Carol Becker,skipped,skipped
