precinct,rank1,rank2,rank3
12-01,Annie Young,John Butler,Nancy Bernard
12-02,Annie Young,John Butler,Nancy Bernard
12-11,Annie Young,John Butler,Nancy Bernard
13-03,Annie Young,John Butler,Nancy Bernard
01-03,Annie Young,John Butler,John Erwin
01-03,Annie Young,John Butler,John Erwin
01-10,Annie Young,John Butler,John Erwin
04-08,Annie Young,John Butler,John Erwin
04-08,Annie Young,John Butler,John Erwin
05-01,Annie Young,John Butler,John Erwin
05-01,Annie Young,John Butler,John Erwin
05-06,Annie Young,John Butler,John Erwin
06-02,Annie Young,John Butler,John Erwin
06-04,Annie Young,John Butler,John Erwin
06-05,Annie Young,John Butler,John Erwin
07-09,Annie Young,John Butler,John Erwin
08-03,Annie Young,John Butler,John Erwin
08-04,Annie Young,John Butler,John Erwin
08-07,Annie Young,John Butler,John Erwin
09-09,Annie Young,John Butler,John Erwin
10-04,Annie Young,John Butler,John Erwin
12-03,Annie Young,John Butler,John Erwin
13-02,Annie Young,John Butler,John Erwin
13-03,Annie Young,John Butler,John Erwin
01-08,Annie Young,John Butler,Bob Fine
02-02,Annie Young,John Butler,Bob Fine
02-02,Annie Young,John Butler,Bob Fine
02-05,Annie Young,John Butler,Bob Fine
02-10,Annie Young,John Butler,Bob Fine
04-03,Annie Young,John Butler,Bob Fine
04-03,Annie Young,John Butler,Bob Fine
04-09,Annie Young,John Butler,Bob Fine
04-09,Annie Young,John Butler,Bob Fine
05-02,Annie Young,John Butler,Bob Fine
05-03,Annie Young,John Butler,Bob Fine
05-03,Annie Young,John Butler,Bob Fine
05-04,Annie Young,John Butler,Bob Fine
05-06,Annie Young,John Butler,Bob Fine
05-07,Annie Young,John Butler,Bob Fine
06-02,Annie Young,John Butler,Bob Fine
07-01,Annie Young,John Butler,Bob Fine
07-01,Annie Young,John Butler,Bob Fine
07-08,Annie Young,John Butler,Bob Fine
08-04,Annie Young,John Butler,Bob Fine
08-10,Annie Young,John Butler,Bob Fine
08-10,Annie Young,John Butler,Bob Fine
09-02,Annie Young,John Butler,Bob Fine
09-03,Annie Young,John Butler,Bob Fine
09-04,Annie Young,John Butler,Bob Fine
10-08,Annie Young,John Butler,Bob Fine
11-02,Annie Young,John Butler,Bob Fine
11-04,Annie Young,John Butler,Bob Fine
11-05,Annie Young,John Butler,Bob Fine
11-06,Annie Young,John Butler,Bob Fine
11-06,Annie Young,John Butler,Bob Fine
12-08,Annie Young,John Butler,Bob Fine
12-11,Annie Young,John Butler,Bob Fine
05-05,Annie Young,John Butler,writein
01-04,Annie Young,John Butler,Tom Nordyke
01-06,Annie Young,John Butler,Tom Nordyke
01-09,Annie Young,John Butler,Tom Nordyke
04-07,Annie Young,John Butler,Tom Nordyke
04-10,Annie Young,John Butler,Tom Nordyke
06-04,Annie Young,John Butler,Tom Nordyke
08-10,Annie Young,John Butler,Tom Nordyke
09-04,Annie Young,John Butler,Tom Nordyke
09-08,Annie Young,John Butler,Tom Nordyke
10-07,Annie Young,John Butler,Tom Nordyke
11-05,Annie Young,John Butler,Tom Nordyke
11-07,Annie Young,John Butler,Tom Nordyke
11-07,Annie Young,John Butler,Tom Nordyke
12-08,Annie Young,John Butler,Tom Nordyke
12-09,Annie Young,John Butler,Tom Nordyke
01-02,Annie Young,John Butler,David Wahstedt
01-03,Annie Young,John Butler,David Wahstedt
01-05,Annie Young,John Butler,David Wahstedt
01-06,Annie Young,John Butler,David Wahstedt
01-09,Annie Young,John Butler,David Wahstedt
01-10,Annie Young,John Butler,David Wahstedt
02-09,Annie Young,John Butler,David Wahstedt
02-09,Annie Young,John Butler,David Wahstedt
03-03,Annie Young,John Butler,David Wahstedt
06-04,Annie Young,John Butler,David Wahstedt
07-10,Annie Young,John Butler,David Wahstedt
08-02,Annie Young,John Butler,David Wahstedt
08-08,Annie Young,John Butler,David Wahstedt
11-07,Annie Young,John Butler,David Wahstedt
13-05,Annie Young,John Butler,David Wahstedt
01-02,Annie Young,John Butler,skipped
01-04,Annie Young,John Butler,skipped
01-06,Annie Young,John Butler,skipped
01-09,Annie Young,John Butler,skipped
02-03,Annie Young,John Butler,skipped
04-01,Annie Young,John Butler,skipped
04-04,Annie Young,John Butler,skipped
04-06,Annie Young,John Butler,skipped
04-08,Annie Young,John Butler,skipped
05-06,Annie Young,John Butler,skipped
05-07,Annie Young,John Butler,skipped
05-10,Annie Young,John Butler,skipped
06-05,Annie Young,John Butler,skipped
07-05,Annie Young,John Butler,skipped
08-09,Annie Young,John Butler,skipped
09-04,Annie Young,John Butler,skipped
09-04,Annie Young,John Butler,skipped
10-05,Annie Young,John Butler,skipped
11-09,Annie Young,John Butler,skipped
12-01,Annie Young,John Butler,skipped
12-02,Annie Young,John Butler,skipped
12-08,Annie Young,John Butler,skipped
13-06,Annie Young,John Butler,skipped
09-04,Annie Young,writein,skipped
01-01,Annie Young,John Erwin,Mary Merrill Anderson
01-02,Annie Young,John Erwin,Mary Merrill Anderson
01-02,Annie Young,John Erwin,Mary Merrill Anderson
01-03,Annie Young,John Erwin,Mary Merrill Anderson
01-03,Annie Young,John Erwin,Mary Merrill Anderson
01-03,Annie Young,John Erwin,Mary Merrill Anderson
01-04,Annie Young,John Erwin,Mary Merrill Anderson
01-04,Annie Young,John Erwin,Mary Merrill Anderson
01-04,Annie Young,John Erwin,Mary Merrill Anderson
01-04,Annie Young,John Erwin,Mary Merrill Anderson
01-05,Annie Young,John Erwin,Mary Merrill Anderson
01-05,Annie Young,John Erwin,Mary Merrill Anderson
01-05,Annie Young,John Erwin,Mary Merrill Anderson
01-05,Annie Young,John Erwin,Mary Merrill Anderson
01-06,Annie Young,John Erwin,Mary Merrill Anderson
01-06,Annie Young,John Erwin,Mary Merrill Anderson
01-06,Annie Young,John Erwin,Mary Merrill Anderson
01-06,Annie Young,John Erwin,Mary Merrill Anderson
01-06,Annie Young,John Erwin,Mary Merrill Anderson
01-07,Annie Young,John Erwin,Mary Merrill Anderson
01-08,Annie Young,John Erwin,Mary Merrill Anderson
01-08,Annie Young,John Erwin,Mary Merrill Anderson
01-08,Annie Young,John Erwin,Mary Merrill Anderson
01-09,Annie Young,John Erwin,Mary Merrill Anderson
01-09,Annie Young,John Erwin,Mary Merrill Anderson
01-10,Annie Young,John Erwin,Mary Merrill Anderson
01-10,Annie Young,John Erwin,Mary Merrill Anderson
01-10,Annie Young,John Erwin,Mary Merrill Anderson
01-10,Annie Young,John Erwin,Mary Merrill Anderson
01-10,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-02,Annie Young,John Erwin,Mary Merrill Anderson
02-03,Annie Young,John Erwin,Mary Merrill Anderson
02-03,Annie Young,John Erwin,Mary Merrill Anderson
02-03,Annie Young,John Erwin,Mary Merrill Anderson
02-03,Annie Young,John Erwin,Mary Merrill Anderson
02-05,Annie Young,John Erwin,Mary Merrill Anderson
02-05,Annie Young,John Erwin,Mary Merrill Anderson
02-05,Annie Young,John Erwin,Mary Merrill Anderson
02-06,Annie Young,John Erwin,Mary Merrill Anderson
02-06,Annie Young,John Erwin,Mary Merrill Anderson
02-07,Annie Young,John Erwin,Mary Merrill Anderson
02-08,Annie Young,John Erwin,Mary Merrill Anderson
02-09,Annie Young,John Erwin,Mary Merrill Anderson
02-09,Annie Young,John Erwin,Mary Merrill Anderson
03-02,Annie Young,John Erwin,Mary Merrill Anderson
03-02,Annie Young,John Erwin,Mary Merrill Anderson
03-03,Annie Young,John Erwin,Mary Merrill Anderson
03-03,Annie Young,John Erwin,Mary Merrill Anderson
03-04,Annie Young,John Erwin,Mary Merrill Anderson
03-05,Annie Young,John Erwin,Mary Merrill Anderson
03-05,Annie Young,John Erwin,Mary Merrill Anderson
03-05,Annie Young,John Erwin,Mary Merrill Anderson
03-05,Annie Young,John Erwin,Mary Merrill Anderson
03-05,Annie Young,John Erwin,Mary Merrill Anderson
03-06,Annie Young,John Erwin,Mary Merrill Anderson
03-06,Annie Young,John Erwin,Mary Merrill Anderson
03-08,Annie Young,John Erwin,Mary Merrill Anderson
04-04,Annie Young,John Erwin,Mary Merrill Anderson
04-07,Annie Young,John Erwin,Mary Merrill Anderson
04-07,Annie Young,John Erwin,Mary Merrill Anderson
04-08,Annie Young,John Erwin,Mary Merrill Anderson
04-08,Annie Young,John Erwin,Mary Merrill Anderson
04-09,Annie Young,John Erwin,Mary Merrill Anderson
04-09,Annie Young,John Erwin,Mary Merrill Anderson
04-10,Annie Young,John Erwin,Mary Merrill Anderson
05-01,Annie Young,John Erwin,Mary Merrill Anderson
05-04,Annie Young,John Erwin,Mary Merrill Anderson
05-04,Annie Young,John Erwin,Mary Merrill Anderson
05-05,Annie Young,John Erwin,Mary Merrill Anderson
05-05,Annie Young,John Erwin,Mary Merrill Anderson
05-06,Annie Young,John Erwin,Mary Merrill Anderson
05-06,Annie Young,John Erwin,Mary Merrill Anderson
05-06,Annie Young,John Erwin,Mary Merrill Anderson
06-01,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-02,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-04,Annie Young,John Erwin,Mary Merrill Anderson
06-05,Annie Young,John Erwin,Mary Merrill Anderson
06-05,Annie Young,John Erwin,Mary Merrill Anderson
06-06,Annie Young,John Erwin,Mary Merrill Anderson
06-08,Annie Young,John Erwin,Mary Merrill Anderson
06-08,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-01,Annie Young,John Erwin,Mary Merrill Anderson
07-03,Annie Young,John Erwin,Mary Merrill Anderson
07-03,Annie Young,John Erwin,Mary Merrill Anderson
07-03,Annie Young,John Erwin,Mary Merrill Anderson
07-03,Annie Young,John Erwin,Mary Merrill Anderson
07-04,Annie Young,John Erwin,Mary Merrill Anderson
07-04,Annie Young,John Erwin,Mary Merrill Anderson
07-04,Annie Young,John Erwin,Mary Merrill Anderson
07-05,Annie Young,John Erwin,Mary Merrill Anderson
07-06,Annie Young,John Erwin,Mary Merrill Anderson
07-07,Annie Young,John Erwin,Mary Merrill Anderson
07-07,Annie Young,John Erwin,Mary Merrill Anderson
07-08,Annie Young,John Erwin,Mary Merrill Anderson
07-09,Annie Young,John Erwin,Mary Merrill Anderson
07-09,Annie Young,John Erwin,Mary Merrill Anderson
07-11,Annie Young,John Erwin,Mary Merrill Anderson
07-11,Annie Young,John Erwin,Mary Merrill Anderson
07-11,Annie Young,John Erwin,Mary Merrill Anderson
07-11,Annie Young,John Erwin,Mary Merrill Anderson
08-01,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-02,Annie Young,John Erwin,Mary Merrill Anderson
08-03,Annie Young,John Erwin,Mary Merrill Anderson
08-04,Annie Young,John Erwin,Mary Merrill Anderson
08-04,Annie Young,John Erwin,Mary Merrill Anderson
08-05,Annie Young,John Erwin,Mary Merrill Anderson
08-05,Annie Young,John Erwin,Mary Merrill Anderson
08-05,Annie Young,John Erwin,Mary Merrill Anderson
08-05,Annie Young,John Erwin,Mary Merrill Anderson
08-05,Annie Young,John Erwin,Mary Merrill Anderson
08-06,Annie Young,John Erwin,Mary Merrill Anderson
08-06,Annie Young,John Erwin,Mary Merrill Anderson
08-06,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-07,Annie Young,John Erwin,Mary Merrill Anderson
08-08,Annie Young,John Erwin,Mary Merrill Anderson
08-08,Annie Young,John Erwin,Mary Merrill Anderson
08-08,Annie Young,John Erwin,Mary Merrill Anderson
08-09,Annie Young,John Erwin,Mary Merrill Anderson
09-01,Annie Young,John Erwin,Mary Merrill Anderson
09-02,Annie Young,John Erwin,Mary Merrill Anderson
09-02,Annie Young,John Erwin,Mary Merrill Anderson
09-02,Annie Young,John Erwin,Mary Merrill Anderson
09-03,Annie Young,John Erwin,Mary Merrill Anderson
09-03,Annie Young,John Erwin,Mary Merrill Anderson
09-04,Annie Young,John Erwin,Mary Merrill Anderson
09-04,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-05,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-06,Annie Young,John Erwin,Mary Merrill Anderson
09-07,Annie Young,John Erwin,Mary Merrill Anderson
09-07,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-08,Annie Young,John Erwin,Mary Merrill Anderson
09-09,Annie Young,John Erwin,Mary Merrill Anderson
09-09,Annie Young,John Erwin,Mary Merrill Anderson
09-09,Annie Young,John Erwin,Mary Merrill Anderson
09-09,Annie Young,John Erwin,Mary Merrill Anderson
10-01,Annie Young,John Erwin,Mary Merrill Anderson
10-01,Annie Young,John Erwin,Mary Merrill Anderson
10-01,Annie Young,John Erwin,Mary Merrill Anderson
10-01,Annie Young,John Erwin,Mary Merrill Anderson
10-02,Annie Young,John Erwin,Mary Merrill Anderson
10-02,Annie Young,John Erwin,Mary Merrill Anderson
10-02,Annie Young,John Erwin,Mary Merrill Anderson
10-03,Annie Young,John Erwin,Mary Merrill Anderson
10-03,Annie Young,John Erwin,Mary Merrill Anderson
10-03,Annie Young,John Erwin,Mary Merrill Anderson
10-03,Annie Young,John Erwin,Mary Merrill Anderson
10-06,Annie Young,John Erwin,Mary Merrill Anderson
10-06,Annie Young,John Erwin,Mary Merrill Anderson
10-08,Annie Young,John Erwin,Mary Merrill Anderson
10-08,Annie Young,John Erwin,Mary Merrill Anderson
10-09,Annie Young,John Erwin,Mary Merrill Anderson
10-09,Annie Young,John Erwin,Mary Merrill Anderson
10-09,Annie Young,John Erwin,Mary Merrill Anderson
10-10,Annie Young,John Erwin,Mary Merrill Anderson
10-10,Annie Young,John Erwin,Mary Merrill Anderson
10-11,Annie Young,John Erwin,Mary Merrill Anderson
10-11,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-01,Annie Young,John Erwin,Mary Merrill Anderson
11-04,Annie Young,John Erwin,Mary Merrill Anderson
11-04,Annie Young,John Erwin,Mary Merrill Anderson
11-05,Annie Young,John Erwin,Mary Merrill Anderson
11-05,Annie Young,John Erwin,Mary Merrill Anderson
11-05,Annie Young,John Erwin,Mary Merrill Anderson
11-06,Annie Young,John Erwin,Mary Merrill Anderson
11-07,Annie Young,John Erwin,Mary Merrill Anderson
11-07,Annie Young,John Erwin,Mary Merrill Anderson
11-08,Annie Young,John Erwin,Mary Merrill Anderson
11-08,Annie Young,John Erwin,Mary Merrill Anderson
11-08,Annie Young,John Erwin,Mary Merrill Anderson
11-08,Annie Young,John Erwin,Mary Merrill Anderson
11-08,Annie Young,John Erwin,Mary Merrill Anderson
11-09,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-01,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-02,Annie Young,John Erwin,Mary Merrill Anderson
12-03,Annie Young,John Erwin,Mary Merrill Anderson
12-03,Annie Young,John Erwin,Mary Merrill Anderson
12-03,Annie Young,John Erwin,Mary Merrill Anderson
12-05,Annie Young,John Erwin,Mary Merrill Anderson
12-05,Annie Young,John Erwin,Mary Merrill Anderson
12-06,Annie Young,John Erwin,Mary Merrill Anderson
12-06,Annie Young,John Erwin,Mary Merrill Anderson
12-06,Annie Young,John Erwin,Mary Merrill Anderson
12-06,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-08,Annie Young,John Erwin,Mary Merrill Anderson
12-09,Annie Young,John Erwin,Mary Merrill Anderson
12-09,Annie Young,John Erwin,Mary Merrill Anderson
13-01,Annie Young,John Erwin,Mary Merrill Anderson
13-01,Annie Young,John Erwin,Mary Merrill Anderson
13-02,Annie Young,John Erwin,Mary Merrill Anderson
13-02,Annie Young,John Erwin,Mary Merrill Anderson
13-02,Annie Young,John Erwin,Mary Merrill Anderson
13-02,Annie Young,John Erwin,Mary Merrill Anderson
13-03,Annie Young,John Erwin,Mary Merrill Anderson
13-03,Annie Young,John Erwin,Mary Merrill Anderson
13-03,Annie Young,John Erwin,Mary Merrill Anderson
13-04,Annie Young,John Erwin,Mary Merrill Anderson
13-04,Annie Young,John Erwin,Mary Merrill Anderson
13-04,Annie Young,John Erwin,Mary Merrill Anderson
13-04,Annie Young,John Erwin,Mary Merrill Anderson
13-05,Annie Young,John Erwin,Mary Merrill Anderson
13-05,Annie Young,John Erwin,Mary Merrill Anderson
13-06,Annie Young,John Erwin,Mary Merrill Anderson
13-06,Annie Young,John Erwin,Mary Merrill Anderson
13-06,Annie Young,John Erwin,Mary Merrill Anderson
13-06,Annie Young,John Erwin,Mary Merrill Anderson
13-07,Annie Young,John Erwin,Mary Merrill Anderson
13-07,Annie Young,John Erwin,Mary Merrill Anderson
13-07,Annie Young,John Erwin,Mary Merrill Anderson
13-07,Annie Young,John Erwin,Mary Merrill Anderson
13-07,Annie Young,John Erwin,Mary Merrill Anderson
13-08,Annie Young,John Erwin,Mary Merrill Anderson
13-08,Annie Young,John Erwin,Mary Merrill Anderson
13-08,Annie Young,John Erwin,Mary Merrill Anderson
13-10,Annie Young,John Erwin,Mary Merrill Anderson
02-01,Annie Young,John Erwin,Nancy Bernard
02-02,Annie Young,John Erwin,Nancy Bernard
02-02,Annie Young,John Erwin,Nancy Bernard
02-03,Annie Young,John Erwin,Nancy Bernard
02-03,Annie Young,John Erwin,Nancy Bernard
02-03,Annie Young,John Erwin,Nancy Bernard
02-06,Annie Young,John Erwin,Nancy Bernard
02-06,Annie Young,John Erwin,Nancy Bernard
02-07,Annie Young,John Erwin,Nancy Bernard
03-04,Annie Young,John Erwin,Nancy Bernard
03-05,Annie Young,John Erwin,Nancy Bernard
04-01,Annie Young,John Erwin,Nancy Bernard
04-02,Annie Young,John Erwin,Nancy Bernard
04-02,Annie Young,John Erwin,Nancy Bernard
04-08,Annie Young,John Erwin,Nancy Bernard
04-09,Annie Young,John Erwin,Nancy Bernard
05-06,Annie Young,John Erwin,Nancy Bernard
06-08,Annie Young,John Erwin,Nancy Bernard
07-06,Annie Young,John Erwin,Nancy Bernard
08-02,Annie Young,John Erwin,Nancy Bernard
08-03,Annie Young,John Erwin,Nancy Bernard
08-07,Annie Young,John Erwin,Nancy Bernard
08-08,Annie Young,John Erwin,Nancy Bernard
09-05,Annie Young,John Erwin,Nancy Bernard
09-06,Annie Young,John Erwin,Nancy Bernard
09-06,Annie Young,John Erwin,Nancy Bernard
09-10,Annie Young,John Erwin,Nancy Bernard
09-10,Annie Young,John Erwin,Nancy Bernard
10-01,Annie Young,John Erwin,Nancy Bernard
10-02,Annie Young,John Erwin,Nancy Bernard
10-03,Annie Young,John Erwin,Nancy Bernard
10-07,Annie Young,John Erwin,Nancy Bernard
10-09,Annie Young,John Erwin,Nancy Bernard
11-05,Annie Young,John Erwin,Nancy Bernard
12-01,Annie Young,John Erwin,Nancy Bernard
12-02,Annie Young,John Erwin,Nancy Bernard
12-03,Annie Young,John Erwin,Nancy Bernard
12-08,Annie Young,John Erwin,Nancy Bernard
12-09,Annie Young,John Erwin,Nancy Bernard
13-04,Annie Young,John Erwin,Nancy Bernard
13-06,Annie Young,John Erwin,Nancy Bernard
01-05,Annie Young,John Erwin,John Butler
02-01,Annie Young,John Erwin,John Butler
02-02,Annie Young,John Erwin,John Butler
02-03,Annie Young,John Erwin,John Butler
02-10,Annie Young,John Erwin,John Butler
03-04,Annie Young,John Erwin,John Butler
04-05,Annie Young,John Erwin,John Butler
06-01,Annie Young,John Erwin,John Butler
06-06,Annie Young,John Erwin,John Butler
07-09,Annie Young,John Erwin,John Butler
08-01,Annie Young,John Erwin,John Butler
08-07,Annie Young,John Erwin,John Butler
08-10,Annie Young,John Erwin,John Butler
10-09,Annie Young,John Erwin,John Butler
11-01,Annie Young,John Erwin,John Butler
11-06,Annie Young,John Erwin,John Butler
12-05,Annie Young,John Erwin,John Butler
12-10,Annie Young,John Erwin,John Butler
13-08,Annie Young,John Erwin,John Butler
01-02,Annie Young,John Erwin,Bob Fine
01-05,Annie Young,John Erwin,Bob Fine
01-06,Annie Young,John Erwin,Bob Fine
01-06,Annie Young,John Erwin,Bob Fine
01-09,Annie Young,John Erwin,Bob Fine
02-01,Annie Young,John Erwin,Bob Fine
02-01,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-02,Annie Young,John Erwin,Bob Fine
02-03,Annie Young,John Erwin,Bob Fine
02-05,Annie Young,John Erwin,Bob Fine
02-07,Annie Young,John Erwin,Bob Fine
03-03,Annie Young,John Erwin,Bob Fine
03-06,Annie Young,John Erwin,Bob Fine
03-07,Annie Young,John Erwin,Bob Fine
03-07,Annie Young,John Erwin,Bob Fine
04-04,Annie Young,John Erwin,Bob Fine
04-04,Annie Young,John Erwin,Bob Fine
04-07,Annie Young,John Erwin,Bob Fine
04-09,Annie Young,John Erwin,Bob Fine
05-01,Annie Young,John Erwin,Bob Fine
05-06,Annie Young,John Erwin,Bob Fine
06-02,Annie Young,John Erwin,Bob Fine
06-02,Annie Young,John Erwin,Bob Fine
06-02,Annie Young,John Erwin,Bob Fine
06-04,Annie Young,John Erwin,Bob Fine
06-04,Annie Young,John Erwin,Bob Fine
06-08,Annie Young,John Erwin,Bob Fine
07-01,Annie Young,John Erwin,Bob Fine
07-05,Annie Young,John Erwin,Bob Fine
07-06,Annie Young,John Erwin,Bob Fine
07-08,Annie Young,John Erwin,Bob Fine
07-09,Annie Young,John Erwin,Bob Fine
08-04,Annie Young,John Erwin,Bob Fine
08-07,Annie Young,John Erwin,Bob Fine
08-08,Annie Young,John Erwin,Bob Fine
08-08,Annie Young,John Erwin,Bob Fine
08-09,Annie Young,John Erwin,Bob Fine
08-10,Annie Young,John Erwin,Bob Fine
08-10,Annie Young,John Erwin,Bob Fine
09-02,Annie Young,John Erwin,Bob Fine
09-06,Annie Young,John Erwin,Bob Fine
09-06,Annie Young,John Erwin,Bob Fine
09-08,Annie Young,John Erwin,Bob Fine
09-08,Annie Young,John Erwin,Bob Fine
09-08,Annie Young,John Erwin,Bob Fine
09-09,Annie Young,John Erwin,Bob Fine
10-01,Annie Young,John Erwin,Bob Fine
