index,rank1,rank2,rank3,rank4
2058,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2059,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2060,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2061,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2062,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2063,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2064,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2065,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2066,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2067,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2068,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2069,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2070,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2071,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2072,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2073,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2074,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2075,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2076,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2077,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2078,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2079,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2080,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2081,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2082,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2083,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2084,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2085,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2086,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2087,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2088,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2089,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2090,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2091,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2092,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2093,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2094,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2095,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2096,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2097,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2098,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2099,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2100,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2101,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2102,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2103,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2104,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2105,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2106,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2107,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2108,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2109,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2110,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2111,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2112,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2113,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2114,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2115,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2116,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2117,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2118,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2119,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2120,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2121,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2122,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2123,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2124,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2125,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2126,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2127,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2128,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2129,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2130,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2131,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2132,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2133,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2134,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2135,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2136,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2137,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2138,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2139,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2140,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2141,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2142,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2143,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2144,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2145,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2146,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2147,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2148,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2149,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2150,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2151,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2152,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2153,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2154,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2155,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2156,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2157,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2158,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2159,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2160,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2161,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2162,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2163,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2164,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2165,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2166,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2167,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2168,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2169,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2170,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2171,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2172,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2173,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2174,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2175,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2176,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2177,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2178,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2179,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2180,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2181,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2182,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2183,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2184,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2185,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2186,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2187,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2188,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2189,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2190,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2191,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2192,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2193,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2194,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2195,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2196,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2197,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2198,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2199,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2200,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2201,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2202,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2203,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2204,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2205,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2206,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2207,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2208,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2209,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2210,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2211,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2212,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2213,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2214,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2215,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2216,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2217,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2218,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2219,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2220,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2221,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2222,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2223,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2224,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2225,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2226,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2227,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2228,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2229,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2230,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2231,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2232,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2233,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2234,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2235,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2236,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2237,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2238,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2239,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2240,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2241,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2242,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2243,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2244,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2245,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2246,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2247,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2248,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2249,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2250,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2251,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2252,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2253,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2254,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2255,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2256,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2257,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2258,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2259,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2260,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2261,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2262,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2263,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2264,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2265,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2266,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2267,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2268,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2269,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2270,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2271,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2272,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2273,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2274,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2275,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2276,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2277,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2278,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2279,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2280,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2281,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2282,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2283,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2284,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2285,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2286,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2287,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2288,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2289,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2290,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2291,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2292,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2293,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2294,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2295,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2296,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2297,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2298,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2299,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2300,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2301,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2302,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2303,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2304,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2305,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2306,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2307,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2308,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2309,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2310,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2311,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2312,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2313,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2314,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2315,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2316,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2317,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2318,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2319,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2320,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2321,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2322,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2323,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2324,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2325,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2326,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2327,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2328,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2329,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2330,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2331,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2332,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2333,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2334,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2335,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2336,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2337,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2338,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2339,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2340,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2341,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2342,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2343,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2344,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2345,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2346,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2347,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2348,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2349,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2350,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2351,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2352,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2353,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2354,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2355,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2356,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2357,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2358,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2359,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2360,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2361,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2362,NICOLE M. LACHAPELLE,undervote,undervote,undervote
2363,NICOLE M. LACHAPELLE,undervote,undervote,ERIC K. BERZINS
2364,NICOLE M. LACHAPELLE,undervote,ERIC K. BERZINS,undervote
2365,NICOLE M. LACHAPELLE,undervote,ERIC K. BERZINS,undervote
2366,NICOLE M. LACHAPELLE,undervote,ERIC K. BERZINS,KEITH M. ROUTHIER
2367,NICOLE M. LACHAPELLE,undervote,ERIC K. BERZINS,KEITH M. ROUTHIER
2368,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,undervote
2369,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2370,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2371,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2372,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2373,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2374,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2375,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,ERIC K. BERZINS
2376,NICOLE M. LACHAPELLE,undervote,KEITH M. ROUTHIER,DONALD W. TORREY
2377,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2378,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2379,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2380,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2381,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2382,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2383,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2384,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2385,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2386,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2387,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2388,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2389,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2390,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2391,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2392,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2393,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2394,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2395,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2396,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2397,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2398,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2399,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2400,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2401,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2402,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2403,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2404,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2405,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2406,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2407,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2408,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2409,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2410,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2411,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2412,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2413,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2414,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2415,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2416,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2417,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2418,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2419,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2420,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2421,NICOLE M. LACHAPELLE,ERIC K. BERZINS,undervote,undervote
2422,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2423,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2424,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2425,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2426,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2427,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2428,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2429,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2430,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2431,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2432,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2433,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2434,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2435,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2436,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2437,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2438,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2439,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2440,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2441,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2442,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2443,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2444,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2445,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2446,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2447,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2448,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2449,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2450,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2451,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2452,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2453,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2454,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2455,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2456,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2457,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2458,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2459,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2460,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2461,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2462,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2463,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2464,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
