index,rank1,rank2,rank3,rank4
3790,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3791,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3792,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3793,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3794,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3795,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3796,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3797,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3798,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3799,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3800,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3801,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3802,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3803,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3804,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3805,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3806,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3807,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3808,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3809,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3810,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3811,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3812,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3813,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3814,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3815,DONALD W. TORREY,ERIC K. BERZINS,undervote,undervote
3816,DONALD W. TORREY,ERIC K. BERZINS,undervote,NICOLE M. LACHAPELLE
3817,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,undervote
3818,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,undervote
3819,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,undervote
3820,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3821,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3822,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3823,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3824,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3825,DONALD W. TORREY,ERIC K. BERZINS,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER
3826,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3827,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3828,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3829,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3830,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3831,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3832,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3833,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3834,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3835,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3836,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3837,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3838,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3839,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3840,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3841,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3842,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3843,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3844,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3845,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3846,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3847,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3848,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3849,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3850,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3851,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3852,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3853,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3854,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3855,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3856,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3857,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3858,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3859,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3860,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3861,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3862,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3863,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3864,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3865,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3866,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3867,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3868,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3869,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3870,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
3871,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3872,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3873,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3874,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3875,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3876,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3877,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3878,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3879,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3880,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3881,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3882,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3883,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3884,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3885,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3886,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3887,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3888,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3889,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3890,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3891,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3892,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3893,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3894,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3895,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3896,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3897,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3898,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3899,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3900,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3901,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3902,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3903,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3904,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3905,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3906,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3907,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3908,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3909,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3910,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3911,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3912,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3913,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3914,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3915,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3916,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3917,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3918,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3919,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3920,DONALD W. TORREY,ERIC K. BERZINS,KEITH M. ROUTHIER,NICOLE M. LACHAPELLE
3921,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3922,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3923,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3924,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3925,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3926,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3927,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3928,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3929,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3930,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3931,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
3932,DONALD W. TORREY,NICOLE M. LACHAPELLE,undervote,undervote
